订单ID,订单日期,邮寄方式,国家,地区,省/自治区,细分,类别,子类别,制造商,产品名称,数量,销售额,利润
A1000093,2013/2/24,标准级,中国,中南,广东,公司,办公用品,器具,Breville,"Breville 烤面包机, 红色",6,2148.00 ,988
A1000093,2013/2/24,标准级,中国,中南,广东,公司,办公用品,标签,Novimex,"Novimex 运输标签, 可调",3,124.00 ,15
A1000093,2013/2/24,标准级,中国,中南,广东,公司,家具,书架,Bush,"Bush 书库, 白色",3,5136.00 ,1438
A1000094,2013/2/27,二级,中国,东北,黑龙江,公司,技术,电话,诺基亚,"诺基亚 信号增强器, 整包",2,765.00 ,-89
A1000095,2013/3/1,二级,中国,中南,湖北,消费者,办公用品,系固件,OIC,"OIC 橡皮筋, 混合尺寸",3,122.00 ,-35
A1000095,2013/3/1,二级,中国,中南,湖北,消费者,办公用品,系固件,Stockwell,"Stockwell 按钉, 整包",2,80.00 ,-12
A1000096,2013/3/1,标准级,中国,华东,安徽,小型企业,办公用品,器具,KitchenAid,"KitchenAid 炉灶, 黑色",6,15948.00 ,6219
A1000096,2013/3/1,标准级,中国,华东,安徽,小型企业,技术,配件,贝尔金,"贝尔金 记忆卡, 可编程",7,3799.00 ,1292
A1000098,2013/3/2,一级,中国,华东,山东,消费者,办公用品,纸张,Eaton,"Eaton 备忘录便条, 每包 12 个",5,417.00 ,116
A1000098,2013/3/2,一级,中国,华东,山东,消费者,办公用品,装订机,Ibico,"Ibico 打孔机, 透明",3,419.00 ,142
A1000097,2013/3/2,标准级,中国,华东,江苏,消费者,办公用品,用品,Stiletto,"Stiletto 尺子, 锯齿状",3,162.00 ,24
A1000097,2013/3/2,标准级,中国,华东,江苏,消费者,家具,书架,Bush,"Bush 墙角架, 金属",1,576.00 ,127
A1000097,2013/3/2,标准级,中国,华东,江苏,消费者,家具,椅子,Novimex,"Novimex 沙滩椅, 红色",3,643.00 ,257
A1000097,2013/3/2,标准级,中国,华东,江苏,消费者,技术,配件,Memorex,"Memorex 鼠标, 回收",2,242.00 ,43
A1000100,2013/3/3,二级,中国,华东,山东,小型企业,技术,复印机,佳能,"佳能 个人复印机, 红色",2,1052.00 ,-263
A1000099,2013/3/3,标准级,中国,中南,湖南,公司,办公用品,收纳具,Rogers,"Rogers 锁柜, 单宽度",3,2963.00 ,652
A1000099,2013/3/3,标准级,中国,中南,湖南,公司,家具,椅子,Hon,"Hon 扶手椅, 黑色",4,7639.00 ,1103
A1000101,2013/3/4,标准级,中国,中南,广东,公司,办公用品,纸张,Eaton,"Eaton 计划信息表, 回收",5,478.00 ,43
A1000102,2013/3/4,标准级,中国,中南,湖北,消费者,技术,电话,诺基亚,"诺基亚 耳机, 整包",4,1366.00 ,505
A1000105,2013/3/8,一级,中国,华东,福建,小型企业,家具,椅子,Safco,"SAFCO 椅垫, 红色",7,1172.00 ,-372
A1000103,2013/3/8,标准级,中国,华东,福建,公司,办公用品,装订机,Ibico,"Ibico 装订机盖, 回收",8,523.00 ,94
A1000103,2013/3/8,标准级,中国,华东,福建,公司,家具,椅子,Hon,"Hon 摇椅, 黑色",3,1795.00 ,215
A1000104,2013/3/8,标准级,中国,东北,黑龙江,消费者,办公用品,系固件,Accos,"Accos 回形针, 金属",1,66.00 ,12
A1000107,2013/3/9,标准级,中国,西北,甘肃,消费者,家具,书架,Safco,"Safco 搁架, 金属",7,3846.00 ,-449
A1000107,2013/3/9,标准级,中国,西北,甘肃,消费者,技术,电话,摩托罗拉,"摩托罗拉 智能手机, 整包",2,727.00 ,-170
A1000106,2013/3/9,标准级,中国,中南,湖南,公司,技术,配件,罗技,"罗技 键盘, 实惠",6,2029.00 ,486
A1000109,2013/3/11,一级,中国,中南,广东,公司,办公用品,器具,Cuisinart,"Cuisinart 微波炉, 银色",1,1303.00 ,469
A1000109,2013/3/11,一级,中国,中南,广东,公司,办公用品,收纳具,Tenex,"Tenex 文件车, 单宽度",2,1252.00 ,213
A1000108,2013/3/11,一级,中国,华东,浙江,消费者,办公用品,美术,Binney & Smith,"Binney & Smith 速写本, 混合尺寸",5,1155.00 ,427
A1000110,2013/3/12,标准级,中国,西南,云南,公司,技术,配件,Memorex,"Memorex 键区, 可编程",3,392.00 ,-20
A1000113,2013/3/15,二级,中国,西南,重庆,公司,家具,椅子,Office Star,"Office Star 凳子, 黑色",3,1441.00 ,-937
A1000113,2013/3/15,二级,中国,西南,重庆,公司,家具,椅子,Office Star,"Office Star 扶手椅, 可调",1,1316.00 ,153
A1000113,2013/3/15,二级,中国,西南,重庆,公司,技术,电话,三星,"三星 信号增强器, 全尺寸",7,2702.00 ,90
A1000113,2013/3/15,二级,中国,西南,重庆,公司,技术,电话,苹果,"苹果 耳机, 混合尺寸",4,852.00 ,-242
A1000111,2013/3/15,二级,中国,中南,广东,消费者,技术,电话,思科,"思科 办公室电话机, 蓝色",1,375.00 ,45
A1000112,2013/3/15,标准级,中国,华北,内蒙古,小型企业,家具,椅子,Novimex,"Novimex 折叠椅, 可调",4,1581.00 ,774
A1000115,2013/3/16,标准级,中国,东北,辽宁,消费者,办公用品,系固件,Stockwell,"Stockwell 橡皮筋, 混合尺寸",1,63.00 ,30
A1000114,2013/3/16,标准级,中国,西南,重庆,消费者,办公用品,装订机,Wilson Jones,"Wilson Jones 订书机, 透明",3,407.00 ,-109
A1000114,2013/3/16,标准级,中国,西南,重庆,消费者,家具,椅子,Safco,"SAFCO 折叠椅, 红色",3,720.00 ,-264
A1000116,2013/3/18,标准级,中国,中南,广东,消费者,办公用品,美术,Binney & Smith,"Binney & Smith 钢笔, 金属",2,123.00 ,6
A1000116,2013/3/18,标准级,中国,中南,广东,消费者,技术,电话,三星,"三星 办公室电话机, 全尺寸",5,1552.00 ,589
A1000120,2013/3/19,二级,中国,华东,浙江,消费者,技术,设备,柯尼卡,"柯尼卡 喷墨打印机, 耐用",6,5268.00 ,702
A1000118,2013/3/19,二级,中国,华北,河北,消费者,家具,椅子,Novimex,"Novimex 摇椅, 每套两件",7,2620.00 ,-786
A1000119,2013/3/19,标准级,中国,东北,吉林,消费者,办公用品,信封,Jiffy,"Jiffy 邮寄品, 红色",10,1900.00 ,608
A1000119,2013/3/19,标准级,中国,东北,吉林,消费者,办公用品,器具,Cuisinart,"Cuisinart 微波炉, 白色",2,1549.00 ,-774
A1000119,2013/3/19,标准级,中国,东北,吉林,消费者,办公用品,纸张,Green Bar,"Green Bar 信纸, 每包 12 个",3,735.00 ,353
A1000119,2013/3/19,标准级,中国,东北,吉林,消费者,办公用品,装订机,Wilson Jones,"Wilson Jones 订书机, 耐用",3,424.00 ,-28
A1000119,2013/3/19,标准级,中国,东北,吉林,消费者,家具,桌子,Lesro,"Lesro 会议桌, 白色",2,3210.00 ,-2568
A1000119,2013/3/19,标准级,中国,东北,吉林,消费者,技术,配件,罗技,"罗技 键区, 实惠",2,259.00 ,-43
A1000117,2013/3/19,标准级,中国,中南,广东,消费者,办公用品,美术,Stanley,"Stanley 荧光笔, 金属",2,30.00 ,-76
A1000117,2013/3/19,标准级,中国,中南,广东,消费者,技术,电话,苹果,"苹果 音频基座, 全尺寸",5,2355.00 ,-79
A1000122,2013/3/21,标准级,中国,东北,黑龙江,消费者,办公用品,器具,KitchenAid,"KitchenAid 冰箱, 黑色",3,4430.00 ,-1698
A1000121,2013/3/21,标准级,中国,中南,河南,公司,办公用品,器具,KitchenAid,"KitchenAid 咖啡研磨机, 红色",4,789.00 ,-382
A1000123,2013/3/22,二级,中国,中南,广东,消费者,办公用品,标签,Novimex,"Novimex 可去除的标签, 可调",2,73.00 ,2
A1000124,2013/3/22,标准级,中国,东北,黑龙江,公司,办公用品,收纳具,Fellowes,"Fellowes 锁柜, 单宽度",2,1935.00 ,755
A1000124,2013/3/22,标准级,中国,东北,黑龙江,公司,办公用品,收纳具,Smead,"Smead 文件夹, 蓝色",5,408.00 ,167
A1000124,2013/3/22,标准级,中国,东北,黑龙江,公司,办公用品,用品,Kleencut,"Kleencut 修剪器, 锯齿状",1,178.00 ,44
A1000128,2013/3/23,二级,中国,华东,福建,小型企业,家具,书架,Bush,"Bush 书架, 白色",2,1176.00 ,494
A1000125,2013/3/23,二级,中国,华东,福建,消费者,技术,电话,苹果,"苹果 充电器, 蓝色",4,11876.00 ,2494
A1000126,2013/3/23,标准级,中国,中南,湖南,消费者,办公用品,标签,Harbour Creations,"Harbour Creations 可去除的标签, 白色",2,97.00 ,36
A1000127,2013/3/23,标准级,中国,中南,广西,消费者,办公用品,器具,KitchenAid,"KitchenAid 冰箱, 黑色",5,12305.00 ,2092
A1000130,2013/3/24,标准级,中国,中南,河南,消费者,办公用品,装订机,Cardinal,"Cardinal 订书机, 回收",3,702.00 ,175
A1000129,2013/3/24,标准级,中国,中南,广东,小型企业,家具,用具,Eldon,"Eldon 闹钟, 黑色",9,2374.00 ,1091
A1000131,2013/3/25,当日,中国,西南,云南,公司,办公用品,用品,Kleencut,"Kleencut 修剪器, 工业",3,603.00 ,60
A1000131,2013/3/25,当日,中国,西南,云南,公司,办公用品,系固件,Advantus,"Advantus 图钉, 整包",3,190.00 ,44
A1000131,2013/3/25,当日,中国,西南,云南,公司,办公用品,美术,BIC,"BIC 铅笔刀, 蓝色",11,1191.00 ,223
A1000131,2013/3/25,当日,中国,西南,云南,公司,家具,椅子,Office Star,"Office Star 凳子, 每套两件",6,4440.00 ,-99
A1000131,2013/3/25,当日,中国,西南,云南,公司,技术,复印机,Hewlett,"Hewlett 传真复印机, 数字化",4,3594.00 ,1186
A1000132,2013/3/25,标准级,中国,中南,湖南,消费者,办公用品,器具,Cuisinart,"Cuisinart 炉灶, 银色",5,12578.00 ,1761
A1000132,2013/3/25,标准级,中国,中南,湖南,消费者,办公用品,装订机,Acco,"Acco 装订机, 耐用",7,544.00 ,157
A1000132,2013/3/25,标准级,中国,中南,湖南,消费者,家具,桌子,Lesro,"Lesro 电脑桌, 长方形",7,10435.00 ,-418
A1000132,2013/3/25,标准级,中国,中南,湖南,消费者,技术,复印机,夏普,"夏普 个人复印机, 彩色",2,1133.00 ,533
A1000132,2013/3/25,标准级,中国,中南,湖南,消费者,技术,设备,StarTech,"StarTech 电话, 白色",4,1361.00 ,272
A1000132,2013/3/25,标准级,中国,中南,湖南,消费者,技术,设备,松下,"松下 计算器, 多色",1,235.00 ,47
A1000134,2013/3/28,二级,中国,中南,湖南,公司,办公用品,信封,Kraft,"Kraft 商业信封, 回收",3,213.00 ,68
A1000133,2013/3/28,标准级,中国,华东,山东,公司,技术,设备,冲电器,"冲电器 卡片打印机, 多色",3,1477.00 ,221
A1000135,2013/3/29,一级,中国,西北,陕西,消费者,家具,用具,Deflect-O,"Deflect-O 分层置放架, 优质",2,134.00 ,-45
A1000137,2013/3/30,一级,中国,华东,江苏,消费者,办公用品,用品,Kleencut,"Kleencut 修剪器, 工业",2,402.00 ,40
A1000136,2013/3/30,标准级,中国,华北,山西,消费者,技术,电话,思科,"思科 充电器, 全尺寸",2,6092.00 ,670
A1000139,2013/3/31,标准级,中国,西北,甘肃,小型企业,家具,书架,Dania,"Dania 墙角架, 传统",7,2393.00 ,-918
A1000139,2013/3/31,标准级,中国,西北,甘肃,小型企业,家具,椅子,Safco,"SAFCO 椅垫, 每套两件",4,695.00 ,-302
A1000139,2013/3/31,标准级,中国,西北,甘肃,小型企业,技术,配件,贝尔金,"贝尔金 键盘, 实惠",3,705.00 ,117
A1000138,2013/3/31,标准级,中国,中南,湖北,公司,办公用品,收纳具,Smead,"Smead 锁柜, 金属",3,2765.00 ,1299
A1000140,2013/4/1,标准级,中国,中南,河南,公司,办公用品,纸张,Green Bar,"Green Bar 信纸, 多色",3,697.00 ,216
A1000140,2013/4/1,标准级,中国,中南,河南,公司,办公用品,美术,Binney & Smith,"Binney & Smith 画布, 整包",2,386.00 ,0
A1000143,2013/4/1,标准级,中国,中南,河南,小型企业,办公用品,纸张,Green Bar,"Green Bar 令, 每包 12 个",2,316.00 ,19
A1000143,2013/4/1,标准级,中国,中南,河南,小型企业,办公用品,美术,Sanford,"Sanford 画布, 蓝色",3,141.00 ,-502
A1000141,2013/4/1,标准级,中国,华北,河北,消费者,办公用品,系固件,Advantus,"Advantus 夹子, 金属",5,453.00 ,145
A1000141,2013/4/1,标准级,中国,华北,河北,消费者,办公用品,装订机,Avery,"Avery 孔加固材料, 耐用",2,55.00 ,1
A1000143,2013/4/1,标准级,中国,中南,河南,小型企业,家具,椅子,Hon,"Hon 凳子, 每套两件",3,1394.00 ,-326
A1000141,2013/4/1,标准级,中国,华北,河北,消费者,家具,椅子,Hon,"Hon 椅垫, 可调",2,542.00 ,271
A1000142,2013/4/1,标准级,中国,华东,安徽,消费者,办公用品,信封,Jiffy,"Jiffy 局间信封, 回收",4,844.00 ,17
A1000142,2013/4/1,标准级,中国,华东,安徽,消费者,家具,椅子,Hon,"Hon 凳子, 每套两件",6,4645.00 ,1207
A1000142,2013/4/1,标准级,中国,华东,安徽,消费者,家具,椅子,Novimex,"Novimex 摇椅, 红色",3,1840.00 ,552
A1000144,2013/4/2,二级,中国,东北,辽宁,消费者,办公用品,纸张,施乐,"施乐 笔记本, 优质",3,369.00 ,88
A1000145,2013/4/4,标准级,中国,华北,内蒙古,公司,办公用品,信封,Jiffy,"Jiffy 搭扣信封, 每套 50 个",3,119.00 ,32
A1000145,2013/4/4,标准级,中国,华北,内蒙古,公司,办公用品,标签,Smead,"Smead 可去除的标签, 白色",3,147.00 ,31
A1000145,2013/4/4,标准级,中国,华北,内蒙古,公司,家具,用具,Tenex,"Tenex 分层置放架, 黑色",4,283.00 ,-90
A1000146,2013/4/5,二级,中国,华东,浙江,小型企业,办公用品,系固件,Advantus,"Advantus 按钉, 金属",3,122.00 ,-18
A1000146,2013/4/5,二级,中国,华东,浙江,小型企业,办公用品,纸张,Enermax,"Enermax 备忘录便条, 每包 12 个",3,277.00 ,36
A1000146,2013/4/5,二级,中国,华东,浙江,小型企业,家具,椅子,Novimex,"Novimex 沙滩椅, 可调",5,678.00 ,-430
A1000150,2013/4/5,标准级,中国,中南,湖南,公司,办公用品,标签,Avery,"Avery 有色标签, 可调",2,104.00 ,11
A1000149,2013/4/5,标准级,中国,中南,湖南,小型企业,办公用品,装订机,Ibico,"Ibico 标签, 透明",3,117.00 ,15
A1000147,2013/4/5,标准级,中国,中南,河南,小型企业,办公用品,美术,Boston,"Boston 画布, 蓝色",3,751.00 ,97
A1000147,2013/4/5,标准级,中国,中南,河南,小型企业,办公用品,装订机,Ibico,"Ibico 打孔机, 实惠",7,995.00 ,188
A1000150,2013/4/5,标准级,中国,中南,湖南,公司,家具,书架,Sauder,"Sauder 墙角架, 黑色",2,1387.00 ,527
A1000148,2013/4/5,标准级,中国,华东,浙江,公司,家具,椅子,Safco,"SAFCO 折叠椅, 红色",2,720.00 ,64
A1000150,2013/4/5,标准级,中国,中南,湖南,公司,家具,椅子,Harbour Creations,"Harbour Creations 凳子, 红色",3,2270.00 ,252
A1000149,2013/4/5,标准级,中国,中南,湖南,小型企业,技术,配件,贝尔金,"贝尔金 记忆卡, 耐用",3,1610.00 ,418
A1000151,2013/4/7,二级,中国,华东,山东,小型企业,办公用品,器具,Cuisinart,"Cuisinart 烤面包机, 白色",6,1445.00 ,245
A1000152,2013/4/7,二级,中国,华北,河北,消费者,办公用品,标签,Novimex,"Novimex 文件夹标签, 可调",2,57.00 ,26
A1000152,2013/4/7,二级,中国,华北,河北,消费者,办公用品,标签,Novimex,"Novimex 运输标签, 白色",7,359.00 ,169
A1000152,2013/4/7,二级,中国,华北,河北,消费者,办公用品,系固件,OIC,"OIC 按钉, 金属",4,168.00 ,-34
A1000153,2013/4/7,二级,中国,华北,河北,公司,家具,用具,Tenex,"Tenex 分层置放架, 一包多件",3,354.00 ,42
A1000154,2013/4/7,标准级,中国,华东,福建,公司,技术,复印机,惠普,"惠普 个人复印机, 数字化",3,1735.00 ,659
A1000155,2013/4/8,二级,中国,东北,吉林,消费者,办公用品,装订机,Cardinal,"Cardinal 打孔机, 透明",3,396.00 ,123
A1000156,2013/4/11,二级,中国,华北,河北,公司,办公用品,器具,Cuisinart,"Cuisinart 搅拌机, 白色",5,1520.00 ,349
A1000156,2013/4/11,二级,中国,华北,河北,公司,办公用品,标签,Avery,"Avery 合法证物标签, 耐用",7,383.00 ,111
A1000156,2013/4/11,二级,中国,华北,河北,公司,办公用品,用品,Elite,"Elite 美工刀, 工业",2,341.00 ,88
A1000156,2013/4/11,二级,中国,华北,河北,公司,家具,书架,Bush,"Bush 墙角架, 黑色",3,1755.00 ,579
A1000156,2013/4/11,二级,中国,华北,河北,公司,家具,书架,Sauder,"Sauder 柜, 金属",3,2326.00 ,1000
A1000156,2013/4/11,二级,中国,华北,河北,公司,家具,椅子,Safco,"SAFCO 凳子, 黑色",2,1545.00 ,247
A1000159,2013/4/12,当日,中国,中南,河南,消费者,办公用品,信封,Jiffy,"Jiffy 局间信封, 每套 50 个",3,650.00 ,188
A1000158,2013/4/12,标准级,中国,东北,黑龙江,公司,办公用品,美术,BIC,"BIC 速写本, 金属",5,932.00 ,-152
A1000157,2013/4/12,标准级,中国,华东,山东,公司,办公用品,美术,Stanley,"Stanley 速写本, 金属",6,1279.00 ,512
A1000157,2013/4/12,标准级,中国,华东,山东,公司,技术,复印机,Brother,"Brother 无线传真机, 数字化",3,5298.00 ,1960
A1000160,2013/4/13,标准级,中国,华北,天津,公司,办公用品,信封,GlobeWeis,"GlobeWeis 商业信封, 银色",3,276.00 ,60
A1000160,2013/4/13,标准级,中国,华北,天津,公司,办公用品,器具,Hoover,"Hoover 搅拌机, 黑色",4,1803.00 ,649
A1000160,2013/4/13,标准级,中国,华北,天津,公司,办公用品,收纳具,Rogers,"Rogers 文件夹, 金属",2,278.00 ,103
A1000160,2013/4/13,标准级,中国,华北,天津,公司,办公用品,纸张,Green Bar,"Green Bar 计划信息表, 回收",6,664.00 ,285
A1000160,2013/4/13,标准级,中国,华北,天津,公司,家具,书架,Bush,"Bush 古典书架, 金属",6,11540.00 ,461
A1000160,2013/4/13,标准级,中国,华北,天津,公司,家具,用具,Rubbermaid,"Rubvermaid 分层置放架, 一包多件",3,353.00 ,18
A1000160,2013/4/13,标准级,中国,华北,天津,公司,技术,配件,Memorex,"Memorex 键区, 耐用",3,636.00 ,267
A1000161,2013/4/14,二级,中国,华东,福建,消费者,家具,桌子,Lesro,"Lesro 培训桌, 白色",1,506.00 ,-127
A1000162,2013/4/16,标准级,中国,华东,浙江,消费者,办公用品,信封,Kraft,"Kraft 外皮和封条, 每套 50 个",5,478.00 ,0
A1000163,2013/4/19,标准级,中国,华东,山东,公司,家具,书架,Bush,"Bush 搁架, 白色",2,1622.00 ,470
A1000163,2013/4/19,标准级,中国,华东,山东,公司,家具,书架,Dania,"Dania 墙角架, 金属",7,3970.00 ,159
A1000163,2013/4/19,标准级,中国,华东,山东,公司,技术,复印机,夏普,"夏普 个人复印机, 彩色",2,1133.00 ,533
A1000165,2013/4/20,一级,中国,华东,上海,公司,办公用品,器具,Breville,"Breville 咖啡研磨机, 白色",3,840.00 ,185
A1000165,2013/4/20,一级,中国,华东,上海,公司,家具,椅子,Hon,"Hon 沙滩椅, 红色",2,421.00 ,21
A1000168,2013/4/20,一级,中国,中南,广东,公司,办公用品,收纳具,Fellowes,"Fellowes 文件夹, 单宽度",4,493.00 ,172
A1000168,2013/4/20,一级,中国,中南,广东,公司,办公用品,美术,Binney & Smith,"Binney & Smith 钢笔, 蓝色",5,223.00 ,28
A1000164,2013/4/20,一级,中国,华东,山东,公司,办公用品,装订机,Avery,"Avery 孔加固材料, 透明",5,90.00 ,21
A1000168,2013/4/20,一级,中国,中南,广东,公司,家具,椅子,Office Star,"Office Star 摇椅, 可调",2,1205.00 ,442
A1000168,2013/4/20,一级,中国,中南,广东,公司,家具,椅子,Office Star,"Office Star 摇椅, 每套两件",1,601.00 ,-47
A1000168,2013/4/20,一级,中国,中南,广东,公司,家具,用具,Deflect-O,"Deflect-O 框架, 一包多件",4,2055.00 ,349
A1000166,2013/4/20,标准级,中国,华东,安徽,小型企业,办公用品,收纳具,Eldon,"Eldon 盘, 蓝色",5,1119.00 ,89
A1000166,2013/4/20,标准级,中国,华东,安徽,小型企业,办公用品,纸张,Enermax,"Enermax 信纸, 每包 12 个",5,1196.00 ,251
A1000166,2013/4/20,标准级,中国,华东,安徽,小型企业,家具,用具,Eldon,"Eldon 门挡, 黑色",3,421.00 ,-78
A1000166,2013/4/20,标准级,中国,华东,安徽,小型企业,家具,用具,Tenex,"Tenex 分层置放架, 一包多件",5,354.00 ,-165
